15480.9,27667.6,4868.46,16458,29977.3,23130.9,9270.52,14129.3,22708.4,8009.37,18399.4,64927,15527,18137.2,27905.2,17909.9,42651.3,23918.9,18760.3,10553.6,7550.26,24226.1,45550.6,6966.86,24323,11118.9,5745.57,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,16934.1,49388.7,8215.17,19403.3,26176,30631.8,27100.1,19097.6,19741.1,18803.7,14963.7,10180.2,67840.9,16941.6,9559.28
17084.2,27667.6,14516.4,16458,29977.3,23130.9,9270.52,14129.3,22708.4,8009.37,18399.4,64927,15527,18137.2,27905.2,17909.9,42651.3,23918.9,18760.3,10553.6,7550.26,24226.1,45550.6,6966.86,24323,11118.9,8770.98,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,16934.1,49388.7,8215.17,19403.3,26176,30631.8,27100.1,19097.6,19741.1,18803.7,14963.7,10180.2,67840.9,16941.6,9559.28
18817.6,27667.6,14516.4,16458,29977.3,23130.9,9270.52,14129.3,22708.4,8009.37,22944.9,64927,15527,18137.2,27905.2,17909.9,42651.3,26529.7,18760.3,10553.6,7550.26,24226.1,45550.6,6966.86,24323,11118.9,8770.98,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,16934.1,49388.7,8215.17,19403.3,26176,30631.8,27100.1,19097.6,19741.1,18803.7,14963.7,10180.2,67840.9,16941.6,9559.28
18817.6,27667.6,23274.4,16458,29977.3,23130.9,14573.9,14129.3,22708.4,8009.37,22944.9,64927,15527,18137.2,27905.2,21454.6,42651.3,26529.7,18760.3,10553.6,7550.26,24226.1,45550.6,6966.86,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,16934.1,49388.7,8215.17,19403.3,26176,30631.8,27100.1,19097.6,19741.1,18803.7,14963.7,10180.2,67840.9,16941.6,9559.28
18817.6,27667.6,23274.4,16458,29977.3,23130.9,14573.9,14129.3,22708.4,8009.37,25107.1,64927,15527,18137.2,27905.2,21454.6,42651.3,34312.4,18760.3,21800.7,10573.8,24226.1,45550.6,14808.1,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,16934.1,49388.7,18902.6,26356.1,26176,30631.8,27100.1,19097.6,19741.1,18803.7,14963.7,10180.2,67840.9,16941.6,9559.28
18817.6,27667.6,23274.4,16458,29977.3,23130.9,14573.9,14129.3,22708.4,10315.3,25107.1,64927,18339,18137.2,27905.2,21454.6,42651.3,34312.4,18760.3,21800.7,10573.8,41295.9,45550.6,14808.1,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,27901.5,49388.7,28108.4,26356.1,26176,30631.8,27100.1,19097.6,19741.1,25396.5,14963.7,10180.2,67840.9,22220.7,9559.28
18817.6,27667.6,23274.4,16458,29977.3,32404,14573.9,14129.3,22708.4,28115.7,25107.1,64927,18339,26916.2,27905.2,21454.6,42651.3,34312.4,22553.3,21800.7,10573.8,41295.9,45550.6,14808.1,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,19654,7513.85,35986.9,27901.5,49388.7,28108.4,26356.1,26176,30631.8,27100.1,25042.8,19741.1,27096.3,14963.7,10180.2,67840.9,34666.9,9559.28
18817.6,27667.6,23274.4,16458,29977.3,32404,14573.9,14129.3,22708.4,28115.7,25107.1,64927,18339,26916.2,27905.2,21454.6,42651.3,34312.4,22553.3,21800.7,10573.8,41295.9,45550.6,21145,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,22267.6,7513.85,35986.9,27901.5,49388.7,28108.4,26356.1,26176,30631.8,27100.1,25042.8,35633.9,27096.3,14963.7,10180.2,67840.9,34666.9,9559.28
18817.6,27667.6,24089.5,16458,29977.3,32404,14573.9,14129.3,22708.4,28115.7,25107.1,64927,18339,26916.2,27905.2,21454.6,42651.3,34312.4,22553.3,21800.7,10573.8,41295.9,45550.6,21145,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,46104.7,7513.85,35986.9,32489.6,49388.7,28108.4,26356.1,42934.1,30631.8,27100.1,25042.8,35633.9,27096.3,14963.7,10180.2,67840.9,34666.9,9559.28
18817.6,27667.6,24089.5,16458,29977.3,32404,14573.9,14129.3,25629.3,28115.7,25107.1,64927,26057.8,26916.2,27905.2,21454.6,42651.3,34312.4,22553.3,21800.7,22916.4,41295.9,45550.6,21145,24323,11118.9,33625.8,32423,14016.6,42431.7,30186.2,22898.3,46104.7,7513.85,35986.9,32489.6,49388.7,28108.4,26356.1,42934.1,30631.8,27100.1,25042.8,35633.9,27096.3,20108,10180.2,67840.9,34666.9,9559.28
